Salesforce Contact Id,Cleaned Practice Areas.1
0034y00002ZjiryAAB, Bankruptcy; Personal Injury; Employment; Business Transactional;Business Litigation; General Practice
0034y00002ZjmAoAAJ, Bankruptcy; Cyberspace; Tax; Environmental; Real Estate; Administrative; Transportation; Business Transactional; General Practice; Civil Rights;Criminal; Government; Business Litigation; Family
0034y00002ZjhW2AAJ, General Practice;Bankruptcy
0034y00002ZjpmzAAB, Health and Elder Care; Insurance; Wills and Trusts;General Practice; Real Estate
0036000001SODdZAAX, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002Zjis1AAB, Construction; Employment; Real Estate;Business Litigation; General Practice
0036000001SODdbAAH, Business Litigation;Personal Injury
0034y00002ZjmAqAAJ, Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002Zjpn2AAB, Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002Zjis2AAB, Securities; Bankruptcy; Employment;Antitrust; Business Transactional; General Practice; Business Litigation
0036000000svYLxAAM, Health and Elder Care;Other (See Details); Wills and Trusts; General Practice
0034y00002ZjmArAAJ, Employment;General Practice; Real Estate; Administrative; Criminal; Government; Family
0034y00002Zjpn3AAB,Insurance; Health and Elder Care; General Practice
0034y00002ZjjzjAAB, Environmental; Real Estate; Administrative; Criminal; Transportation;Business Litigation; General Practice; Government
0034y00002ZjmAsAAJ, Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice; Consumer
0034y00002Zjpn4AAB,Wills and Trusts; Medical Malpractice; General Practice; Professional Practices
0034y00002Zjis4AAB, Intellectual Property;Cyberspace; Government
0034y00002ZjicbAAB, Bankruptcy; Environmental; Real Estate; Administrative; Transportation; Business Transactional; General Practice;Criminal; Business Litigation
0030e00002Nb16iAAB, Bankruptcy; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjhW8AAJ, Insurance; Bankruptcy; Personal Injury; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002Zjpn5AAB, Real Estate;Wills and Trusts; General Practice
0034y00002Zjis5AAB, Bankruptcy; Tax;General Practice; Real Estate; Administrative; Government
0034y00002ZjiccAAB, Real Estate; Criminal;Environmental; General Practice
0034y00002ZjjzlAAB, Securities; Bankruptcy;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0034y00002ZjpX2AAJ, Intellectual Property; Bankruptcy; Cyberspace; Tax; Employment;Other (See Details); Business Transactional; General Practice; Civil Rights; Government; Business Litigation
0034y00002Zjpn6AAB, Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjiceAAB,Insurance; Health and Elder Care; General Practice
0034y00002ZjjznAAB, Criminal;Administrative; Government; General Practice
0034y00002ZjpWzAAJ,Administrative; Government; General Practice
0034y00002ZjhWAAAZ,Real Estate; General Practice; Tax
0034y00002Zjis7AAB, Intellectual Property; Bankruptcy; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjicfAAB, Insurance; Bankruptcy; Securities; Tax; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0036000001SMfcKAAT, General Practice; Consumer;Bankruptcy; Cyberspace
0030e00002NdfLiAAJ, Health and Elder Care; Insurance; Personal Injury;General Practice; Civil Rights
0034y00002ZjpX0AAJ, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002Zjis8AAB, Criminal;Civil Rights
0034y00002ZjicgAAB, Health and Elder Care;General Practice
0034y00002ZjpX1AAJ,Wills and Trusts; General Practice
0034y00002ZjhWCAAZ, Health and Elder Care; Bankruptcy; Wills and Trusts; Business Transactional;Business Litigation; General Practice
0034y00002Zjis9AAB, Family;Personal Injury
0034y00002ZjichAAB,Real Estate; General Practice; Tax
0034y00002ZjjzqAAB, Insurance; Bankruptcy; Tax; Environmental; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjisAAAR,General Practice; Real Estate; Environmental; Administrative; Criminal; Government
0034y00002ZjiciAAB, Construction; Workers Compensation; Personal Injury; Employment; Administrative;Cyberspace; General Practice; Government; Family
0034y00002ZjjzrAAB, Construction; Personal Injury; Environmental; Real Estate;Workers Compensation; Criminal; General Practice
0034y00002ZjpX4AAJ, Criminal;Administrative; Government; General Practice
0034y00002ZjhWEAAZ, Health and Elder Care;Wills and Trusts; General Practice
0034y00002ZjicjAAB, Construction; Personal Injury; Employment; Real Estate;Workers Compensation; General Practice; Business Litigation
0034y00002ZjiSjAAJ, Employment;General Practice; Administrative; Civil Rights; Government
0030e00002NdfLmAAJ, Health and Elder Care;General Practice; Employment
0034y00002ZjiguAAB, Administrative;Workers Compensation; Government; General Practice
0034y00002ZjisCAAR,Insurance; Health and Elder Care; Administrative; General Practice
0034y00002ZjiSkAAJ, Health and Elder Care; Insurance; Bankruptcy; Employment; Constitutional; Administrative; Business Transactional;Business Litigation; General Practice; Government; Professional Practices
0034y00002ZjhWGAAZ, Health and Elder Care; Bankruptcy; Wills and Trusts; Employment; Business Transactional;Business Litigation; General Practice
0034y00002ZjiclAAB, Health and Elder Care; Wills and Trusts; Construction; Employment; Real Estate;Business Litigation; General Practice
0034y00002ZjpX7AAJ, Employment;Wills and Trusts; General Practice; Family
0034y00002ZjigwAAB, Health and Elder Care; Bankruptcy; Employment; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights; Government; Family
0034y00002ZjiSnAAJ,Wills and Trusts; General Practice
0033000000HYYR1AAP, Health and Elder Care;Wills and Trusts; General Practice
0034y00002ZjjzvAAB,Wills and Trusts; General Practice
0034y00002ZjpX8AAJ,Real Estate; General Practice; Tax
0034y00002ZjigxAAB, Real Estate;Administrative; Government; General Practice
0034y00002ZjltaAAB, Real Estate; Criminal;Environmental; General Practice
0034y00002ZjisFAAR,Wills and Trusts; General Practice; Employment
0034y00002ZjigyAAB, Bankruptcy; Tax; Employment; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjhWJAAZ,Administrative; Government; General Practice
0034y00002ZjicoAAB, Personal Injury; Employment;General Practice; Criminal; Immigration; Family
0034y00002ZjiSpAAJ,Real Estate; General Practice; Tax
0034y00002ZjjzxAAB, Health and Elder Care; Insurance; Bankruptcy; Personal Injury; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjhWKAAZ,Other (See Details); Employment
0034y00002ZjisHAAR, General Practice; Real Estate;Bankruptcy
0034y00002ZjicpAAB,Family; General Practice; Employment
0034y00002ZjjzyAAB, Bankruptcy; Tax; Environmental; Real Estate; Business Transactional; General Practice; Civil Rights;Criminal; Business Litigation
0034y00002ZjhWLAAZ, Bankruptcy; Tax; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjisIAAR, General Practice;Bankruptcy
0034y00002ZjicqAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjjzzAAB, Intellectual Property;Antitrust; General Practice; Civil Rights; Business Litigation
0034y00002Zjih1AAB, Health and Elder Care; Bankruptcy; Wills and Trusts; Tax; Employment; Constitutional; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights; Professional Practices; Government; Family
0034y00002ZjhWMAAZ, Construction; Employment; Real Estate; Administrative; Criminal;Business Litigation; General Practice; Government
0034y00002ZjisJAAR, General Practice;Bankruptcy
0034y00002ZjiSsAAJ, Environmental; Real Estate; Criminal; Business Transactional;Business Litigation; General Practice
0034y00002ZjpXDAAZ,Family; General Practice
0034y00002Zjih2AAB, Bankruptcy; Wills and Trusts; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjltcAAB,Family; General Practice; Employment
0034y00002ZjisKAAR, Health and Elder Care;General Practice
0034y00002ZjiSuAAJ,Real Estate; General Practice; Tax
0034y00002Zjk02AAB, Health and Elder Care; Insurance; General Practice;Personal Injury
0034y00002Zjih4AAB,Family; General Practice; Employment
0034y00002ZjlteAAB, Criminal;Administrative; Government; General Practice
0036000001SODoaAAH,Wills and Trusts; General Practice
0034y00002Zjk03AAB, Health and Elder Care;General Practice
0034y00002Zjih5AAB, Employment;Administrative; General Practice; Family
0034y00002ZjltfAAB, General Practice; Business Litigation;Bankruptcy
0034y00002ZjisNAAR, General Practice; Consumer;Bankruptcy
0034y00002ZjicvAAB, Bankruptcy; Wills and Trusts; Employment; Business Transactional;Business Litigation; General Practice; Family
0034y00002Zjih6AAB, Insurance; Bankruptcy; Wills and Trusts; Construction; Personal Injury; Environmental; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation
0034y00002ZjltgAAB,Criminal; Employment; General Practice; Family
0034y00002ZjisOAAR, Health and Elder Care; Insurance; Bankruptcy; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjicwAAB,Administrative; Government; General Practice
0034y00002ZjiSxAAJ, Bankruptcy; Employment; Environmental; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation
0030e00002NdfM0AAJ, Bankruptcy; Real Estate; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjhXLAAZ, Construction; Employment; Environmental; Real Estate;Business Litigation; General Practice
0034y00002Zjm7MAAR, Health and Elder Care;Environmental; Insurance; General Practice
0034y00002ZjicxAAB, Health and Elder Care; Insurance; Construction; Personal Injury;Workers Compensation; General Practice
0034y00002ZjL3FAAV,Wills and Trusts; General Practice
0030e00002Nb1BZAAZ,Insurance; Health and Elder Care; General Practice
0036000001SODoZAAX,Administrative; Government; General Practice
0034y00002Zjk06AAB, Health and Elder Care; Employment;General Practice; Real Estate; Administrative
0034y00002ZjpXJAAZ,Securities; Criminal
0034y00002Zjih8AAB, Real Estate;Administrative; Government; General Practice
0034y00002Zjm7JAAR,Family; General Practice; Employment
0034y00002ZjicyAAB,Wills and Trusts; General Practice
0034y00002ZjiSzAAJ, Insurance; Bankruptcy; Wills and Trusts; Tax; Employment; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjhXNAAZ, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002Zjm7KAAR, Bankruptcy; Personal Injury; Employment;General Practice; Consumer; Family
0034y00002CSFBWAA5,General Practice; Administrative; Employment
0034y00002Zjk08AAB, Insurance; Bankruptcy; Tax; Constitutional; Business Transactional;Business Litigation; General Practice; Civil Rights; Government; Professional Practices
0034y00002ZjihAAAR, Health and Elder Care; Intellectual Property; Insurance;Business Litigation; General Practice
0034y00002Zjid0AAB, Bankruptcy; Environmental; Real Estate; Business Transactional; General Practice;Criminal; Business Litigation
0034y00002Zjk09AAB, Health and Elder Care; Insurance; Bankruptcy; Construction; Personal Injury; Employment;Workers Compensation; Business Transactional; Consumer; General Practice; Business Litigation; Family
0034y00002ZjpXMAAZ, Criminal;Wills and Trusts; General Practice
0034y00002ZjihBAAR, General Practice; Employment; Family;Personal Injury
0034y00002Zjm7NAAR,Real Estate; General Practice; Tax
0034y00002Zjid1AAB,Family; General Practice; Employment
0036000001SNKrpAAH, Intellectual Property;Cyberspace; Government
0034y00002ZjpXNAAZ, Bankruptcy;Antitrust; Consumer; General Practice; Business Litigation
0034y00002ZjihCAAR, Construction; Personal Injury; Constitutional; Real Estate; Administrative;Workers Compensation; General Practice; Government; Professional Practices
0036000001SODofAAH, Health and Elder Care; Insurance; Bankruptcy; Wills and Trusts; Personal Injury; Employment; Business Transactional; Consumer; General Practice;Criminal; Business Litigation; Family
0034y00002CSFBXAA5, General Practice; Insurance;Civil Rights; Employment
0030e00002Nb1BcAAJ,Real Estate; General Practice; Tax
0034y00002ZjihEAAR, Real Estate; Wills and Trusts; General Practice;Personal Injury
0034y00002ZjhXSAAZ, Construction; Workers Compensation; Personal Injury;Other (See Details); Real Estate; Administrative; General Practice; Government
0034y00002ZjltoAAB, General Practice; Workers Compensation; Construction;Personal Injury
0034y00002Zjp6YAAR, Intellectual Property; Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjiT5AAJ, General Practice; Real Estate;Bankruptcy; Employment
0034y00002CSFBYAA5, Personal Injury; Employment; General Practice;Civil Rights; Business Litigation
0036000001SNKrsAAH, Intellectual Property;Business litigation
0034y00002ZjihFAAR,Workers Compensation; General Practice; Employment
0034y00002ZjhXTAAZ, Health and Elder Care;General Practice
0034y00002ZjltpAAB,Real Estate; General Practice; Tax
0034y00002Zjm7RAAR, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjiT6AAJ, Intellectual Property; Construction; Personal Injury; Employment; Environmental;Workers Compensation; General Practice
0034y00002CSFBZAA5,General Practice; Insurance; Administrative; Business litigation
0034y00002ZjptuAAB, Intellectual Property; Bankruptcy; Tax;Other (See Details); Real Estate; Business Transactional; Consumer; General Practice; Civil Rights; Business Litigation
0034y00002ZjihGAAR,General Practice; Criminal
